term,prior_v1_category,proposed_v2_category,candidate_source,review_frequency,construct_definition,ambiguity_flag,alternate_categories,concordance_1,concordance_2,concordance_3,decision,reviewer_rationale,reviewer_status
molasses,sherry_rancio_oxidative,sherry_influence,v1,142,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"fruitier, with fig, dried banana, orange liqueur, touch of demerara sugar or rather molasses, herb, parsley… another world, really, i suppose this one had more sherry. a lot mor","first nosing, with black olive, banana flambéed, cane juice and quite some high_end molasses. go on with some genuine balsamic vinegar (i'm writing this because 99% of the 'bals","the same note as in the nose, more or le. corn syrup, honey sauce, brownie, touch of molasses… finish: quite long, with more demerara sugar, millionaire shortbread, praline… comm",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
nougat,sherry_rancio_oxidative,sherry_influence,v1,266,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"es! wonderful note of fresh almond, olive oil, high_end vanilla (not wood vanillin), nougat, marzipan, kumquat, fig, dried apricot… and all that is very elegant. vin jaune. wit","n, well, ovaltine and café latte, then honey cake. half a kumquat add vibrancy. also nougat. it's got something of chivas regal, is brae a component of chivas? with water: exce","t and vanilla, with indeed some lactones in the background. that's the coconut. also nougat, marzipan and melted cassata ice cream. i enjoy this freshness. mouth: sweet, rounde",approve_primary,Approved for proposed primary construct.,approved
old_book,sherry_rancio_oxidative,sherry_influence,v1,133,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,rancio_aged_oxidative;exclude_primary,"ould sell a strange combination of antique furniture, spice from all over the world, old_book, both dried and fresh fruit and a wide range of liqueur. i doubt such a shop will ev","rst nosing, which is quite amazing at such high strength. note of marzipan, anchovy, old_book, olive and the faintest ash and soot. a little cedar wood as well. this baby should","ething a little metallic that hint at irish pot still. then much more hay, gasoline, old_book and then the fruit are back, rather more on greengage. the little problem is that it",approve_primary,Approved for proposed primary construct.,approved
oloroso,sherry_rancio_oxidative,sherry_influence,v1,465,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"around are from refill hoggy. colour: full amber. nose: a straight, ultra_clean dry oloroso style, far from the style of the mortlach. plenty of dark_chocolate, then rather clo","start on note of oyster and curry, which reminds me of some manzanilla (but this is oloroso, i'm almost sure) and develops rather on strawberry drop and bitter orange, with a f","t that it doesn't swim too well on the palate in my opinion. and frankly, it's more 'oloroso' than 'px' but we won't complain!",approve_primary,Approved for proposed primary construct.,approved
palo_cortado,,sherry_influence,user_proposed,58,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"ry, with great note of bitter chocolate, coffee bean, maybe a little beef jerky, old palo cortado, corinthian raisin… nutshell: artisanal dark_chocolate, with almost no sugar. excell","d sorrel. with water: it's plain and pure manzanilla! or a mixture of manzanilla and palo cortado? it's quite smoky too (lit cigar). earth. mouth (neat): big, oily, lemony and then g","few more tannin, which is normal. becomes a tad greenish but it's all alright. some palo cortado in the aftertaste. comment: another complex old glen grant by g&m that wa filled in",approve_primary,Approved for proposed primary construct.,approved
pedro_ximenez,,sherry_influence,user_proposed,12,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,this one wa finished in some pedro ximenez cask. the nickname is 'la noche bocca arriba'. probably not gaelic ;-). colour: full,"it doesn't say finished but that it's 'enjoyed a final subtle maturation' in pedro ximenez cask. ha, semantics! colour: gold. nose: start a little rubbery but that go away and","ald j. trump can do better. well, not too sure 'bout dat... anyway, several of these pedro ximenez cask are unusually un_sweet in my opinion.",approve_primary,Approved for proposed primary construct.,approved
pipe_tobacco,sherry_rancio_oxidative,sherry_influence,v1,468,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"savouring some very old sherry… then various kind of raisin, a feeling of juicy rich pipe_tobacco and quite a lot of sweet liquorice. excellent. finish: long, coating, rich, with mor","l bother us. try this blind and you'll think it's glenfarclas 105. with water: same. pipe_tobacco and chocolate. finish: long, balanced, with more jam (once diluted). comment: i thin",late as well as growing note of seville orange. and a superb rancio! go on with more pipe_tobacco and leather and bag of lovage. wonderful! with water: fab! well_hung pheasant ;-). d,approve_primary,Approved for proposed primary construct.,approved
polish,sherry_rancio_oxidative,sherry_influence,v1,1036,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;flaws_off_notes,", with these whiff of old_style motor oil and then an endless development on leather polish, very old balsamic vinegar, roasted sesame oil (it's very obvious here) and god know","herbal side that come out, with parsley like in the mortlach, hay, wet leaf, leather polish… mouth (neat): super excellent ultra_classic sherry monster, between chocolate (truc","it for sure. mouth: excellent, with these phenolic note yet again, bordering on shoe polish, plus perfect note of melon and maybe pomegranate. a little pine resin as well, almo",exclude_ambiguous,cues of fruit/artificial,approved
prune,fruit_aromatics,sherry_influence,v1,489,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"something like liquorice infused in orange liqueur. go on with the expected note of prune and dark_chocolate, then touch of polished wood (sandal? cedar?) and a good deal of",", gunpowder (same comment), flint and roasted chestnut, with then in the background, prune, chocolate, leather and that very typical meaty or even gamey profile. with water: b","of the mortlach. plenty of dark_chocolate, then rather clove and blackberry jam plus prune and heavy demerara rum. i like, as they say on facebook. with water: as often, it's",approve_primary,Approved for proposed primary construct.,approved
px,sherry_rancio_oxidative,sherry_influence,v1,343,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"e year ago, very excellent. colour: brown/amber. nose: sweet, rich sherry, not quite px but it's got this rich feeling. glazed chestnut, chestnut honey, demerara sugar (whi","with more balsamic vinegar, soy sauce and beef bouillon. unexpected as i had though px would impart insanely sweet note to this baby… with water: probably the least expres",this is a brand new one and a vatting of oloroso and px cask. i know glendronach isn't officially a speysider but i think it doe behave like,approve_primary,Approved for proposed primary construct.,approved
raisin,,sherry_influence,user_proposed,1328,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"r the place at first nosing, then roasted chestnut and coffee. go on with corinthian raisin and coffee as well as whiff of pencil_shavings and bacon, with a growing smokiness (","some raspberry jam and liquorice in the background. then more fruit, blackcurrants, raisin and then whiff of diesel oil and walnut stain. very coherent and full. with water: a","e in this context. we're really savouring some very old sherry… then various kind of raisin, a feeling of juicy rich pipe_tobacco and quite a lot of sweet liquorice. excellent.",approve_primary,Approved for proposed primary construct.,approved
rancio,sherry_rancio_oxidative,sherry_influence,v1,260,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,rancio_aged_oxidative;exclude_primary,"fee, soy sauce and chocolate as well as growing note of seville orange. and a superb rancio! go on with more pipe_tobacco and leather and bag of lovage. wonderful! with water:","vetiver, parsley… get a tad more winey then, with touch of old port and a very nice rancio. i told you, cognac… mouth: more polished wood, tobacco, cough lozenge and date. rea",": rich amber. nose: sherry+bowmore at full swing. can one peat sultana? a lot of old rancio, soot, leather, beeswax, old liqueur, balsamic vinegar and plain oloroso sherry. qui",approve_primary,Approved for proposed primary construct.,approved
raspberry,fruit_aromatics,sherry_influence,v1,281,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"r, then quite some menthol (more to be found in much older whisky in my experience), raspberry fruit jelly, liquorice, a tarriness… the complexity is quite astounding here, even a","the combination of peat and sherry give this baby a very chocolaty start, with some raspberry jam and liquorice in the background. then more fruit, blackcurrants, raisin and then","with more typical fruity note, mango, passion_fruit, peach and then more red berry, raspberry, black cherry… the sherry and the very fruity spirit combined very well here! nice p",approve_primary,Approved for proposed primary construct.,approved
